Angle	Impulses
a/º	Z/#/10s

23,4	5,0
24,1	11,0
24,2	5,0
24,8	8,0
24,9	2,0
25,6	4,0
25,7	8,0
26,4	12,0
26,5	13,0
27,1	75,0
27,2	56,0
27,9	122,0
28,1	123,0
28,8	170,0
28,9	218,0
29,6	252,0
29,8	252,0
30,5	291,0
30,6	331,0
31,3	330,0
31,4	328,0
32,0	339,0
