Angle	Impulses
a/º	Z/#/5s

11,3	214,0
12,1	246,0
12,9	275,0
13,7	425,0
14,5	671,0
15,3	906,0
16,1	996,0
16,9	1286,0
17,7	1448,0
18,5	1729,0
19,3	1847,0
20,1	1967,0
20,9	2054,0
21,7	2291,0
22,5	2131,0
23,4	2160,0
24,1	2212,0
24,9	2222,0
25,7	2163,0
26,6	1837,0
27,4	1612,0
28,1	1629,0
29,0	1614,0
29,8	1523,0
30,6	1505,0
31,4	1713,0
32,2	2364,0
33,1	2303,0
33,9	2244,0
34,6	2018,0
35,5	1958,0
36,3	1850,0
37,1	1834,0
37,8	1709,0
38,7	1635,0
39,4	4845,0
