Angle	Impulses
a/º	Z/#/5s

11,5	72,0
12,2	96,0
13,0	133,0
13,9	180,0
14,7	251,0
15,5	273,0
16,3	323,0
17,1	409,0
17,9	454,0
18,7	471,0
19,5	559,0
20,3	561,0
21,1	603,0
21,9	616,0
22,7	1070,0
23,6	1497,0
24,3	1563,0
25,1	1609,0
26,0	1416,0
26,8	1172,0
27,7	1108,0
28,5	971,0
29,3	1002,0
30,1	930,0
30,9	865,0
31,7	839,0
32,5	734,0
33,3	787,0
34,1	691,0
34,9	592,0
35,7	600,0
36,5	506,0
37,3	502,0
38,2	426,0
39,0	456,0
