k_beta_angles,k_beta_energies_js,k_beta_energies_kev,k_alpha_angles,k_alpha_energies_js,k_alpha_energies_kev
"39,38472061724682","7,772109692748168e-16","4,8509693899092","43,778419567992565","7,127906001157623e-16","4,448889065221032"
"85,90027192284828","2,4721225627301617e-16","1,5429775638778382",,,
