voltage,slope,slope_stderr,intercept,intercept_stderr,rvalue,root,root_stderr
"19,4","65,79265692208905","0,8218971949197083","-1173,3245704136366","17,661339349381517","0,9998439806372471","17,833670584288377","0,3488433432411784"
