voltage,slope,slope_stderr,intercept,intercept_stderr,rvalue,root,root_stderr
"13,5","69,77438362448777","0,4311707561490603","-1625,6874428945935","11,759412844754348","0,9999618159752972","23,299201776453213","0,22166072286554464"
