voltage,slope,slope_stderr,intercept,intercept_stderr,rvalue,root,root_stderr
"12,3","65,86717348828961","0,9750959934294763","-1713,386358595609","28,534350619638555","0,9997809143413227","26,012750629116162","0,5796268321332122"
