voltage,slope,slope_stderr,intercept,intercept_stderr,rvalue,root,root_stderr
"16,4","48,091874515045824","1,4121854005147432","-1005,8604050888862","32,39297259561849","0,9982799211214682","20,915391949926946","0,9115312684276015"
