voltage,slope,slope_stderr,intercept,intercept_stderr,rvalue,root,root_stderr
"26,5","99,93394869636118","0,45809931752290906","-1574,572424103314","9,392274890112803","0,9999474710183487","15,756131371206866","0,11853187713100376"
