value,expected_value,stderr
"12,3","7,1294193511531345","0,14832096059769315"
"13,5","7,9218429848403","0,07143631347425597"
"16,4","8,7971697953089","0,3673035477481789"
"19,4","10,545413663844085","0,20119974129822774"
"22,8","11,544385802056606","0,22763590857589616"
"26,5","11,97768477517929","0,08880485154312293"
