voltage,slope,slope_stderr,intercept,intercept_stderr,rvalue,root,root_stderr
"22,8","76,8821006635721","0,9732727258045822","-1222,303143136865","19,154530588501252","0,99959959662225","15,89840980653655","0,32027825842097263"
